country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,manufacturing_site_idsum,manufacturing_site_idcount,manufacturing_site_idmean,manufacturing_site_packsum,manufacturing_site_packcount,manufacturing_site_packmean,manufacturing_site_quantitysum,manufacturing_site_quantitycount,manufacturing_site_quantitymean,manufacturing_site_valuesum,manufacturing_site_valuecount,manufacturing_site_valuemean,manufacturing_site_pricesum,manufacturing_site_pricecount,manufacturing_site_pricemean,manufacturing_site_pricesum,manufacturing_site_pricecount,manufacturing_site_pricemean,manufacturing_site_designationsum,manufacturing_site_designationcount,manufacturing_site_designationmean,manufacturing_site_usdsum,manufacturing_site_usdcount,manufacturing_site_usdmean,manufacturing_site_calculatedsum,manufacturing_site_calculatedcount,manufacturing_site_calculatedmean,manufacturing_site_calculatedsum,manufacturing_site_calculatedcount,manufacturing_site_calculatedmean
Uganda,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Uganda,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Ethiopia,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Uganda,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Zambia,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Uganda,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Mozambique,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Nigeria,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Uganda,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Nigeria,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Nigeria,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Côte d'Ivoire,"Strides, Bangalore, India.",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2009,967032,33,29304.0,1980,33,60.0,1079561,33,32713.969696969696,7707627.08,33,233564.45696969697,216.34,33,6.555757575757576,3.63,33,0.11,28,33,0.8484848484848485,15106.96,33,457.78666666666663,101195.38901005112,33,3066.5269396985186,1017632.4811198807,33,30837.347912723657
Côte d'Ivoire,"MSD Patheon, Canada",SCMS from RDC,Efavirenz,Stocrin/Sustiva,2007,10865,1,10865.0,180,1,180.0,508,1,508.0,8620.76,1,8620.76,16.97,1,16.97,0.09,1,0.09,0,1,0.0,13.79,1,13.79,152.2883056018381,1,152.2883056018381,5304.56451300953,1,5304.56451300953
Zambia,GSK Crawley,SCMS from RDC,Zidovudine,Retrovir,2007,10900,1,10900.0,100,1,100.0,2623,1,2623.0,27279.2,1,27279.2,10.4,1,10.4,0.1,1,0.1,1,1,1.0,43.65,1,43.65,159.0,1,159.0,8168.604394857313,1,8168.604394857313
Mozambique,"Cipla, Goa, India",SCMS from RDC,Nevirapine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Guyana,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",S. BUYS WHOLESALER,Efavirenz,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",S. BUYS WHOLESALER,Nevirapine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
South Africa,"Cipla, Goa, India",CIPLA LIMITED,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Uganda,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zimbabwe,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Mozambique,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Uganda,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Côte d'Ivoire,"Cipla, Goa, India",SCMS from RDC,Lamivudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Nigeria,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zimbabwe,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Ethiopia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Côte d'Ivoire,"Cipla, Goa, India",SCMS from RDC,Lamivudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zimbabwe,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zimbabwe,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Tanzania,"Cipla, Goa, India",SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Guyana,"Cipla, Goa, India",SCMS from RDC,Lamivudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Côte d'Ivoire,"Cipla, Goa, India",SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Uganda,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zambia,"Cipla, Goa, India",SCMS from RDC,Nevirapine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
Zambia,"Cipla, Goa, India",SCMS from RDC,Nevirapine,Generic,2010,5990758,85,70479.50588235294,6330,85,74.47058823529412,2105571,85,24771.423529411764,12740419.41,85,149887.2871764706,456.25,85,5.367647058823529,10.09,85,0.11870588235294117,52,85,0.611764705882353,27084.53,85,318.6415294117647,467162.35638470604,85,5496.027722173012,8262256.789891904,85,97203.02105755181
